Preferred Label,Aggregate Label,status,reason,evidence,group_id,in_country_preferred,declared_waves,source_rows,country_crosswalk_targets,delivered_waves
Sugar (cubed),Sugar (cubed/granulated),draft_merge,"Two physical forms of refined sugar (2016-17 only). Generic Sugar (1987-88..2012-13) remains separate: its early-wave source label is ""Sugar, candy, honey and sugarcane"", so it is not a pure-sugar item.","GhanaLSS/2016-17/_/categorical_mapping.org: harmonize_food, Sugar (cubed)/(granulated); GhanaLSS/1987-88/_/categorical_mapping.org: broad Sugar source label; PR #937 selected_groups.yml: sugar_refined (same members, unchanged by #935)",sugar_refined,True,2016-17,2016-17/Code_9b: 503.0; 2016-17/Label_9b: Cubed sugar,Sugar (cubed),2016-17
Sugar (granulated),Sugar (cubed/granulated),draft_merge,"Two physical forms of refined sugar (2016-17 only). Generic Sugar (1987-88..2012-13) remains separate: its early-wave source label is ""Sugar, candy, honey and sugarcane"", so it is not a pure-sugar item.","GhanaLSS/2016-17/_/categorical_mapping.org: harmonize_food, Sugar (cubed)/(granulated); GhanaLSS/1987-88/_/categorical_mapping.org: broad Sugar source label; PR #937 selected_groups.yml: sugar_refined (same members, unchanged by #935)",sugar_refined,True,2016-17,2016-17/Code_9b: 504.0; 2016-17/Label_9b: Granulated sugar,Sugar (granulated),2016-17
Sugar Bread,Bread (including sugar bread),draft_merge,Sugar bread is a bread type;,"PR #937 additional_candidates.yml: bread_types; slurm_logs/ghanalss_aggregate_labels/LANDED.org: Gaps filled, Sugar Bread",bread_types,True,2005-06; 2012-13; 2016-17,2005-06/Code_9b: 7.0; 2005-06/Label_9b: bread-sugar bread; 2012-13/Code_9b: 7.0; 2012-13/Label_9b: bread-sugar bread; 2016-17/Code_9b: 58.0; 2016-17/Label_9b: Sugar bread,Sugar Bread,2005-06; 2012-13; 2016-17
Sweet Pepper,Sweet Pepper,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 454.0; 2016-17/Label_9b: Sweet pepper,Sweet Pepper,2016-17
Sweet Potato,Sweet Potato,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1991-92/Code_8h: 16.0; 1991-92/Label_8h: Sweet potatoes; 1998-99/Code_8h: 16.0; 1998-99/Label_8h: Sweet potatoes; 2005-06/Code_8h: 16.0; 2005-06/Label_8h: sweet potatoes; 2012-13/Code_8h: 16.0; 2012-13/Label_8h: sweet potatoes; 2016-17/Code_8h: 16.0; 2016-17/Label_8h: 16. Sweet potatoes,Sweet Potato,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Taro,Taro,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 496.0; 2016-17/Label_9b: Taro,Taro,2016-17
Tea,Tea,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1991-92/Code_9b: 84.0; 1991-92/Label_9b: Tea; 1998-99/Code_9b: 84.0; 1998-99/Label_9b: Tea; 2005-06/Code_9b: 131.0; 2005-06/Label_9b: tea; 2012-13/Code_9b: 131.0; 2012-13/Label_9b: tea; 2016-17/Code_9b: 552.0; 2016-17/Label_9b: Tea bags, (eg. Lipton)",Tea,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Tilapia,"Fish (kapla/tilapia, fresh or frozen)",draft_merge,"Both 2016-17 purchase labels explicitly identify fresh/frozen fish, distinguished by species. Keeps the preservation boundary; excludes the historical broad Fish (fresh and frozen) label.",PR #937 additional_candidates.yml: fish_fresh_frozen_named (unchanged by #935),fish_fresh_frozen_named,True,2016-17,2016-17/Code_9b: 160.0; 2016-17/Label_9b: Tilapia (fresh and frozen),Tilapia,2016-17
Tobacco,Tobacco,nonfood_singleton,Excluded from food support profiles.,Delivered item label.,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1991-92/Code_9b: 106.0; 1991-92/Label_9b: Tobacco; 1998-99/Code_9b: 106.0; 1998-99/Label_9b: Tobacco; 2005-06/Code_9b: 164.0; 2005-06/Label_9b: tobacco (processed); 2012-13/Code_9b: 163.0; 2012-13/Label_9b: cigarrette, cigar; 2016-17/Code_9b: 646.0; 2016-17/Label_9b: Tobacco (processed)",Tobacco,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Tomato (fresh),Tomato (fresh),singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 344; 1987-88/Label_12A: Fresh tomatoes; 1987-88/Code_12B: 344.0; 1987-88/Label_12B: Fresh tomatoes; 1988-89/Code_12A: 344; 1988-89/Label_12A: Fresh tomatoes; 1988-89/Code_12B: 344.0; 1988-89/Label_12B: Fresh tomatoes; 2005-06/Code_9b: 86.0; 2005-06/Label_9b: tomatoes (fresh); 2005-06/Code_8h: 50.0; 2005-06/Label_8h: tomatoes; 2012-13/Code_9b: 86.0; 2012-13/Label_9b: tomatoes (fresh); 2012-13/Code_8h: 50.0; 2012-13/Label_8h: tomatoes; 2016-17/Code_9b: 463.0; 2016-17/Label_9b: Tomatoes (Fresh); 2016-17/Code_8h: 50.0; 2016-17/Label_8h: 50. Tomatoes,Tomato (fresh),1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Tomato (paste),Tomato (paste),singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 345; 1987-88/Label_12A: Tomato paste; 1988-89/Code_12A: 345; 1988-89/Label_12A: Tomato paste; 2005-06/Code_9b: 87.0; 2005-06/Label_9b: tomato puree (canned); 2012-13/Code_9b: 87.0; 2012-13/Label_9b: tomato puree (canned); 2016-17/Code_9b: 473.0, 474.0, 475.0, 476.0, 477.0, 478.0, 479.0, 480.0; 2016-17/Label_9b: Bella, Gino, Lele, Obaapa, Other tomato paste, Pomo, Tam Tam, Tasty tom",Tomato (paste),1987-88; 1988-89; 1991-92; 2005-06; 2012-13; 2016-17
Tuna (processed),Fish (canned or in oil/sauce),draft_merge,Canned/processed fish forms named in 2016-17 beside the historical Fish (canned).,PR #937 additional_candidates.yml: named_processed_fish (unchanged by #935),named_processed_fish,True,2016-17,"2016-17/Code_9b: 176.0, 177.0, 178.0, 179.0, 180.0, 181.0; 2016-17/Label_9b: Geisha, John West, Other, Star kist, Tesco, Vega",Tuna (processed),2016-17
Tuo Zaafi,Tuo Zaafi,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 917.0; 2016-17/Label_9b: Tuo zaafi,Tuo Zaafi,2016-17
Vinegar,Vinegar,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 525.0; 2016-17/Label_9b: Vinegar,Vinegar,2016-17
Water,Water,singleton,No merge proposed at this stage.,,,True,2005-06; 2012-13; 2016-17,"2005-06/Code_9b: 139.0; 2005-06/Label_9b: mineral water (incl.bottled water & sachet water); 2012-13/Code_9b: 139.0, 140.0; 2012-13/Label_9b: mineral water (bottled water), mineral water (sachet water); 2016-17/Code_9b: 565.0, 566.0; 2016-17/Label_9b: Mineral water (bottled), Satchet water",Water,2005-06; 2012-13; 2016-17
Water Yam,Water Yam,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 495.0; 2016-17/Label_9b: Water yam,Water Yam,2016-17
Watermelon,Watermelon,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1991-92/Code_8h: 31.0; 1991-92/Label_8h: Water Melon; 1998-99/Code_8h: 31.0; 1998-99/Label_8h: Water Melon; 2005-06/Code_9b: 74.0; 2005-06/Label_9b: water melon; 2005-06/Code_8h: 41.0; 2005-06/Label_8h: water melon; 2012-13/Code_9b: 74.0; 2012-13/Label_9b: water melon; 2012-13/Code_8h: 41.0; 2012-13/Label_8h: water melon; 2016-17/Code_9b: 438.0; 2016-17/Label_9b: Water melon; 2016-17/Code_8h: 41.0; 2016-17/Label_8h: 41. Water Melon,Watermelon,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Wheat Flour,Wheat Flour,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 304; 1987-88/Label_12A: Bread or wheat flour; 1987-88/Code_12B: 304.0; 1987-88/Label_12B: Bread or wheat flour; 1988-89/Code_12A: 304; 1988-89/Label_12A: Bread or wheat flour; 1988-89/Code_12B: 304.0; 1988-89/Label_12B: Bread or wheat flour; 2005-06/Code_9b: 10.0; 2005-06/Label_9b: flour (wheat); 2012-13/Code_9b: 10.0; 2012-13/Label_9b: flour (wheat); 2016-17/Code_9b: 32.0, 33.0, 34.0; 2016-17/Label_9b: GMG, Takoradi Flour Mill, Wheat semolina,suji",Wheat Flour,1987-88; 1988-89; 2005-06; 2012-13; 2016-17
Whisky,Spirits (gin/whisky/schnapps),draft_merge,"Named spirits; Akpeteshie, Bitters and Other Spirits stay separate.",PR #937 additional_candidates.yml: named_spirits (unchanged by #935),named_spirits,True,2005-06; 2012-13; 2016-17,2005-06/Code_9b: 144.0; 2005-06/Label_9b: whiskies and gins; 2012-13/Code_9b: 144.0; 2012-13/Label_9b: whiskies and gins; 2016-17/Code_9b: 619.0; 2016-17/Label_9b: Whisky,Whisky,2005-06; 2012-13; 2016-17
White Oat,White Oat,singleton,No merge proposed at this stage.,,,True,,,,2016-17
Wine,Wine,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1991-92/Code_9b: 100.0; 1991-92/Label_9b: Palm Wine; 1998-99/Code_9b: 100.0; 1998-99/Label_9b: Palm Wine; 2005-06/Code_9b: 150.0, 152.0, 153.0; 2005-06/Label_9b: other imported wine, other local wine, palm wine/raffia palm wine etc; 2012-13/Code_9b: 150.0, 152.0, 153.0; 2012-13/Label_9b: other imported wine, other local wine, palm wine/raffia palm wine etc; 2016-17/Code_9b: 629.0, 630.0, 631.0; 2016-17/Label_9b: Imported Wine, Other local wine, Palm Wine",Wine,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Yam,Yam,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 310; 1987-88/Label_12A: Yams; 1987-88/Code_12B: 310.0; 1987-88/Label_12B: Yams; 1988-89/Code_12A: 310; 1988-89/Label_12A: Yams; 1988-89/Code_12B: 310.0; 1988-89/Label_12B: Yams; 1991-92/Code_9b: 12.0; 1991-92/Label_9b: Yam; 1991-92/Code_8h: 13.0; 1991-92/Label_8h: Yams; 1998-99/Code_9b: 12.0; 1998-99/Label_9b: Yam; 1998-99/Code_8h: 13.0; 1998-99/Label_8h: Yams; 2005-06/Code_9b: 110.0; 2005-06/Label_9b: yam; 2005-06/Code_8h: 13.0; 2005-06/Label_8h: yam; 2012-13/Code_9b: 110.0; 2012-13/Label_9b: yam; 2012-13/Code_8h: 13.0; 2012-13/Label_8h: yam; 2016-17/Code_9b: 494.0; 2016-17/Label_9b: Yam; 2016-17/Code_8h: 13.0; 2016-17/Label_8h: 13. Yam,Yam,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Yoghurt,Yoghurt,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 408.0; 2016-17/Label_9b: Fan Yoghurt,Yoghurt,2016-17
